ID_Error_V1,Df,kf,R_RI,I_RI,WaveL,dp,Np,Version,Hash,created_at,updated_at
12280,2.26,1.2,1.43,0.51,902.8,78.2,222.0,0.1,a908ad48e87446ccdd270286acbef8017d509864,2019-07-17 05:54:50,2019-07-17 05:54:50
12281,2.33,1.2,1.71,0.77,905.1,34.3,319.0,0.1,8f2518cc542e207534aa1bb72c377b3e26cfdad0,2019-07-17 05:54:50,2019-07-17 05:54:50
12282,2.32,1.2,1.39,0.56,882.1,79.4,346.0,0.1,48223bdf19da1a5efbe9d03ae699702e43fe6b3c,2019-07-17 05:54:50,2019-07-17 05:54:50
12283,2.23,1.2,1.53,0.69,905.6,79.6,305.0,0.1,1ca7838a0e6be75a0d031f224f4d56e1a46dffcb,2019-07-17 05:54:50,2019-07-17 05:54:50
12284,1.94,1.2,1.48,0.48,879.8,93.2,275.0,0.1,ea44ec5fe74f04720596971f724ecfce8f95e6fa,2019-07-17 05:54:50,2019-07-17 05:54:50
12285,2.67,1.2,1.63,0.51,839.7,49.1,307.0,0.1,32339534cdb52c1dddc98bea14f4b01c83518eaf,2019-07-17 05:54:50,2019-07-17 05:54:50
12286,2.16,1.2,1.19,0.44,877.9,55.4,404.0,0.1,50e8d4e89058315278ac53e033a1bbac6574c12b,2019-07-17 05:54:50,2019-07-17 05:54:50
12287,2.46,1.2,1.41,0.84,889.6,62.5,292.0,0.1,364b0bfc87a9d4f23c1f8e0c0db4f5c08feb042b,2019-07-17 05:54:50,2019-07-17 05:54:50
12288,2.37,1.2,1.48,0.68,835.8,36.8,396.0,0.1,e7dd11bba75020ad4c5b9e706b70b5e1c09f99b4,2019-07-17 05:54:50,2019-07-17 05:54:50
12289,2.49,1.2,1.55,0.96,895.1,63.4,213.0,0.1,b9c40688341165e7d53597ca377145c682d82bee,2019-07-17 05:54:50,2019-07-17 05:54:50
12290,2.2,1.2,1.86,0.43,909.8,68.5,335.0,0.1,36df3937510666c1d6089bbe78b311954829a854,2019-07-17 05:54:50,2019-07-17 05:54:50
12291,2.27,1.2,1.41,0.34,869.6,93.3,321.0,0.1,c5e5852007c8aad8fe055a5f580e41a2b2c08daa,2019-07-17 05:54:50,2019-07-17 05:54:50
12292,2.15,1.2,1.32,0.56,864.9,87.6,490.0,0.1,3be5c0758e04b131dc8bbff9c0c4009ea334c5c7,2019-07-17 05:54:50,2019-07-17 05:54:50
12293,2.31,1.2,1.57,0.74,840.9,68.5,314.0,0.1,d32fabc59e482798f3ed5f5dc4d9c35880345a34,2019-07-17 05:54:50,2019-07-17 05:54:50
12294,2.11,1.2,1.2,0.15,882.7,38.8,267.0,0.1,3ad6df28f723c788842d1010f42820f864ee7b7b,2019-07-17 05:54:50,2019-07-17 05:54:50
12295,2.32,1.2,1.66,0.61,898.7,29.3,316.0,0.1,273b6ed9746276867a42484eb00fd9831a263d68,2019-07-17 05:54:50,2019-07-17 05:54:50
12296,2.06,1.2,1.51,0.67,876.5,67.6,298.0,0.1,f3279e023a574b22195982d3af9157c9684331db,2019-07-17 05:54:50,2019-07-17 05:54:50
12297,2.07,1.2,1.22,0.47,849.1,78.5,360.0,0.1,31b9ff4b12db37aa48dec6a799470233d3a1863b,2019-07-17 05:54:50,2019-07-17 05:54:50
12298,2.39,1.2,1.7,0.83,868.5,79.8,309.0,0.1,5c70a8bfd7e2c7a696d92c35458ed4f66cb858d4,2019-07-17 05:54:50,2019-07-17 05:54:50
12299,2.39,1.2,1.31,0.7,868.8,92.1,308.0,0.1,8613ede2c7c8aba82f992ea6ce10b66c44ad75d2,2019-07-17 05:54:50,2019-07-17 05:54:50
12300,2.19,1.2,1.14,0.88,908.1,85.5,454.0,0.1,f01576d62572ea4b31d5bb3a9a8ba451f9d82c65,2019-07-17 05:54:50,2019-07-17 05:54:50
12301,2.2,1.2,1.72,0.34,873.6,52.5,190.0,0.1,e427be21aed744f7bea3c78453c7a5e1a53f2e9a,2019-07-17 05:54:50,2019-07-17 05:54:50
12302,2.08,1.2,1.47,0.74,840.3,100.0,278.0,0.1,ef45bb3a3e3b1a93fca11172cadc40b1fd7eda1f,2019-07-17 05:54:50,2019-07-17 05:54:50
12303,2.21,1.2,1.52,0.39,888.6,86.4,330.0,0.1,c9ba527de95b953a802e0fd6d8ffe71e032a70c2,2019-07-17 05:54:50,2019-07-17 05:54:50
12304,2.04,1.2,1.54,0.17,879.4,47.1,313.0,0.1,8777ecf0bf0739b48e6ae25b27f22b74d9405c5d,2019-07-17 05:54:50,2019-07-17 05:54:50
12305,2.35,1.2,1.85,0.19,869.6,107.7,351.0,0.1,3e52c656421515a49fbd26172f25c5bff610425a,2019-07-17 05:54:50,2019-07-17 05:54:50
12306,2.06,1.2,1.36,0.79,879.3,33.5,222.0,0.1,72ae0348ce3ed306ee6fea0aa7303cc3a1a4538c,2019-07-17 05:54:50,2019-07-17 05:54:50
12307,2.19,1.2,1.19,0.94,893.7,53.6,417.0,0.1,aebab84cdfe5d1e9a22a906171d608977452d67c,2019-07-17 05:54:50,2019-07-17 05:54:50
12308,2.38,1.2,1.57,0.52,876.0,103.8,264.0,0.1,92f15bf6fe36023d1d06c6c6c5b578aa57feb3b4,2019-07-17 05:54:50,2019-07-17 05:54:50
12309,2.31,1.2,1.28,0.69,851.2,47.8,302.0,0.1,7381f932bcb3c7085c17b55611d921cfa8c6728e,2019-07-17 05:54:50,2019-07-17 05:54:50
12310,2.04,1.2,1.51,0.35,872.6,57.5,290.0,0.1,a9ac4ba3a8b0f1842f1f1d4cfc60e6e93662d00e,2019-07-17 05:54:50,2019-07-17 05:54:50
12311,1.86,1.2,1.73,0.5,883.1,35.3,364.0,0.1,9f8e519f35603fe9ca590de97a7a87fb49344fcf,2019-07-17 05:54:50,2019-07-17 05:54:50
12312,2.29,1.2,1.54,0.45,854.6,31.0,249.0,0.1,02fdf12b68f1eff026f593b91541cfe7ce647c20,2019-07-17 05:54:50,2019-07-17 05:54:50
12313,2.16,1.2,1.86,0.86,877.6,49.2,334.0,0.1,68bc7a3f40e9d3dd869b0bc383d3a08c1703c0df,2019-07-17 05:54:50,2019-07-17 05:54:50
12314,2.05,1.2,1.69,0.78,880.1,94.1,460.0,0.1,97edc0c5ec911017e8f17e36eb7a70056084b8fd,2019-07-17 05:54:50,2019-07-17 05:54:50
12315,2.42,1.2,1.11,0.6,879.2,77.6,212.0,0.1,84a5a05e442f1126ff6f373102e2905ba447d318,2019-07-17 05:54:50,2019-07-17 05:54:50
12316,2.67,1.2,1.45,0.44,890.1,106.9,375.0,0.1,6f28aa9877503b87dd85346ef194929e5f0074bb,2019-07-17 05:54:50,2019-07-17 05:54:50
12317,2.25,1.2,1.57,0.61,882.3,94.3,184.0,0.1,f6c62873a89f25d02d94624dcaa649f501edda2f,2019-07-17 05:54:50,2019-07-17 05:54:50
12318,2.02,1.2,1.97,0.61,890.2,66.0,433.0,0.1,9ac87411de43a2e7555ebf0607830f3e065dfc9d,2019-07-17 05:54:50,2019-07-17 05:54:50
12319,2.37,1.2,1.27,0.53,836.2,77.0,108.0,0.1,4f62b91cae3f3a114634558889062cc8aaada5e2,2019-07-17 05:54:50,2019-07-17 05:54:50
12320,2.35,1.2,1.42,0.65,861.4,96.9,230.0,0.1,142d8f3d9b8c6e5053015233a17249091d97ee46,2019-07-17 05:54:50,2019-07-17 05:54:50
12321,2.38,1.2,1.6,0.9,893.4,50.5,466.0,0.1,7f56298bde3f93c4a6a602ced33d2d2ff72799c0,2019-07-17 05:54:50,2019-07-17 05:54:50
12322,2.02,1.2,1.51,0.7,895.6,74.3,339.0,0.1,00d745811b2ea5737e9de441489cd6589e12a52a,2019-07-17 05:54:50,2019-07-17 05:54:50
12323,2.28,1.2,1.49,0.77,909.2,20.2,372.0,0.1,95385d723befd224eb140b1fefb79c4299e03e2c,2019-07-17 05:54:50,2019-07-17 05:54:50
12324,2.33,1.2,1.53,0.49,850.3,61.2,281.0,0.1,4991e10d1ff118882ba60707cc07683b2f6c4e95,2019-07-17 05:54:50,2019-07-17 05:54:50
12325,2.12,1.2,1.63,0.49,888.9,52.2,335.0,0.1,72b021d9b6469c30f565b472eca4e40baa45a448,2019-07-17 05:54:50,2019-07-17 05:54:50
12326,2.55,1.2,1.5,0.64,900.9,72.8,342.0,0.1,e1fb1ed6f89fad7b2bee9884deb20d74d620b052,2019-07-17 05:54:50,2019-07-17 05:54:50
12327,2.2,1.2,1.87,0.7,889.8,48.5,155.0,0.1,d266c8c24fd5849f5128b9ec6bf51c83f75217ee,2019-07-17 05:54:50,2019-07-17 05:54:50
12328,2.35,1.2,1.57,0.08,871.9,96.4,195.0,0.1,213f28b11233760b5f379809b4f734f482d89b69,2019-07-17 05:54:50,2019-07-17 05:54:50
12329,2.16,1.2,1.14,0.53,864.6,75.4,231.0,0.1,a05891337ab0a109d4f2d9378e2e173f99fda823,2019-07-17 05:54:50,2019-07-17 05:54:50
12330,1.95,1.2,1.89,0.4,904.2,41.5,277.0,0.1,ed2729028bd1c20eb778a0df342c90ebe5205c15,2019-07-17 05:54:50,2019-07-17 05:54:50
12331,2.1,1.2,1.45,0.65,864.0,123.4,246.0,0.1,e136b477078cd02dedb3897bd77b2ab271e1a76b,2019-07-17 05:54:50,2019-07-17 05:54:50
12332,2.19,1.2,1.47,0.46,863.2,70.8,369.0,0.1,5d2e8eb608e3542fbbd0fdbf144ee0952d84a643,2019-07-17 05:54:50,2019-07-17 05:54:50
12333,2.19,1.2,1.43,0.44,906.5,70.0,403.0,0.1,50553239ba6ca62e7a4817c326d7f406cb1e13ac,2019-07-17 05:54:50,2019-07-17 05:54:50
12334,2.34,1.2,1.82,0.75,838.8,70.4,271.0,0.1,b9d9752de014e6532cfb228545abe2df2d4acd29,2019-07-17 05:54:50,2019-07-17 05:54:50
12335,2.14,1.2,1.22,0.5,875.0,69.7,449.0,0.1,50001034b06f9da152ddd878e908f16907784f6b,2019-07-17 05:54:50,2019-07-17 05:54:50
12336,1.89,1.2,1.67,0.62,857.2,111.7,326.0,0.1,f799feb516dfdad79a5eead37502c6c9f8f144f8,2019-07-17 05:54:50,2019-07-17 05:54:50
12337,2.19,1.2,1.39,0.37,883.4,42.3,274.0,0.1,5ac3696b3e6d5a1cf50bb2989f524636e92f0c6f,2019-07-17 05:54:50,2019-07-17 05:54:50
12338,2.17,1.2,1.59,0.56,873.4,80.7,416.0,0.1,33f50e4d2b544e0e517eb3c88ba1f8664a052954,2019-07-17 05:54:50,2019-07-17 05:54:50
12339,2.22,1.2,1.4,0.5,863.7,49.7,383.0,0.1,513eec1394372fc21e778b415e2c4ac3ca9f59da,2019-07-17 05:54:50,2019-07-17 05:54:50
12340,2.41,1.2,1.73,0.74,870.8,110.9,313.0,0.1,ddbc5c69f0c02488035404c73c98735e0e7f98af,2019-07-17 05:54:50,2019-07-17 05:54:50
12341,2.32,1.2,1.67,0.83,893.3,87.6,302.0,0.1,250f9d24418973675e2eee86c30f710a4ed4b38f,2019-07-17 05:54:50,2019-07-17 05:54:50
12342,1.92,1.2,1.39,0.48,887.8,63.1,169.0,0.1,1ef84686ca1b786fcafc72b3eb3c0539d1b8f8d8,2019-07-17 05:54:50,2019-07-17 05:54:50
12343,2.15,1.2,1.63,0.4,856.7,29.7,415.0,0.1,e6f9c87f5a687c61b6931268e09408db651c54c4,2019-07-17 05:54:50,2019-07-17 05:54:50
12344,1.93,1.2,1.78,0.95,848.0,74.4,332.0,0.1,2112db45fc71f98646b361f4142318b93c833b7b,2019-07-17 05:54:50,2019-07-17 05:54:50
12345,2.53,1.2,1.45,0.56,861.9,86.0,334.0,0.1,d90bdd054be6adb227d13c69d786af9605f36d9c,2019-07-17 05:54:50,2019-07-17 05:54:50
12346,1.94,1.2,1.35,0.95,902.5,82.3,88.0,0.1,838fd39b95208b7b026f3a27cd72e5e7e6371fb0,2019-07-17 05:54:50,2019-07-17 05:54:50
12347,1.91,1.2,1.4,0.72,866.3,96.7,252.0,0.1,effea158d6f4bf027eb53efaae305c6385b0ff94,2019-07-17 05:54:50,2019-07-17 05:54:50
12348,2.39,1.2,1.58,0.76,891.5,95.3,327.0,0.1,f88738a99c7c9e5d25ce20b52f4d2134b69c4e0a,2019-07-17 05:54:50,2019-07-17 05:54:50
12349,2.52,1.2,1.51,0.43,880.8,66.0,480.0,0.1,cbe84321b9bbf7d629f449a07c5291af85fc9a12,2019-07-17 05:54:50,2019-07-17 05:54:50
12350,1.93,1.2,1.36,0.39,875.8,85.6,205.0,0.1,2c2d0389ddaa46fb38b33514f7ecba3377b9ed42,2019-07-17 05:54:50,2019-07-17 05:54:50
12351,2.18,1.2,1.61,0.76,883.9,55.2,450.0,0.1,27d786fa545e88e7b6891aab50f5307dd049e6a5,2019-07-17 05:54:50,2019-07-17 05:54:50
12352,2.6,1.2,1.4,0.36,882.8,94.6,371.0,0.1,cf61a57ef58699bc03d3339a718b222f47689a77,2019-07-17 05:54:50,2019-07-17 05:54:50
12353,2.54,1.2,1.49,0.63,856.7,49.6,353.0,0.1,a0842612b5baa7294babdf872a4e176ba9b21ccb,2019-07-17 05:54:50,2019-07-17 05:54:50
12354,2.26,1.2,1.44,0.89,881.2,30.7,560.0,0.1,19f5b9e2e67fe3f449c5aeef0f655c5c7b9acc77,2019-07-17 05:54:50,2019-07-17 05:54:50
12355,2.66,1.2,1.41,0.56,899.9,28.1,349.0,0.1,bcf07573e52a80b85932f83687c4ad54826fb326,2019-07-17 05:54:50,2019-07-17 05:54:50
12356,2.11,1.2,1.34,0.73,856.0,54.2,384.0,0.1,59c807cbfd9dbf17ad7b8164520571a83904172c,2019-07-17 05:54:50,2019-07-17 05:54:50
12357,2.57,1.2,1.54,0.43,891.5,59.3,368.0,0.1,528692b185585077afe16dfd1e0b09320002cff4,2019-07-17 05:54:50,2019-07-17 05:54:50
12358,2.07,1.2,1.61,0.33,875.3,28.9,531.0,0.1,b6dfcaf1e48326b9b0e45ff76fc3e3dac861dbdb,2019-07-17 05:54:50,2019-07-17 05:54:50
12359,2.17,1.2,1.7,0.42,866.1,62.3,219.0,0.1,06a8e7e27f3eb0b511ffb9c11a38aa73c17e73a2,2019-07-17 05:54:50,2019-07-17 05:54:50
12360,2.15,1.2,1.36,0.84,868.4,73.5,315.0,0.1,b2290018135a3b4c09f31811c9db806d469bbe5f,2019-07-17 05:54:50,2019-07-17 05:54:50
12361,2.7,1.2,1.37,0.65,888.2,105.2,376.0,0.1,8952a2ed791f7f921afec91535c2fc1ca8a7e781,2019-07-17 05:54:50,2019-07-17 05:54:50
12362,2.26,1.2,1.22,0.52,830.5,67.3,542.0,0.1,6414f92059896ec265f9fd4650a5e8bc21a231c4,2019-07-17 05:54:50,2019-07-17 05:54:50
12363,2.63,1.2,1.42,0.4,843.9,52.6,408.0,0.1,df1f55b9038f7a741d102a30a6a3bfa7e08c3e4e,2019-07-17 05:54:50,2019-07-17 05:54:50
12364,2.06,1.2,1.6,0.4,851.6,86.8,310.0,0.1,d2aca62ac0e5d0e2d10a257b77d4de7c95388d07,2019-07-17 05:54:50,2019-07-17 05:54:50
12365,2.44,1.2,1.43,0.53,865.4,62.4,313.0,0.1,7f6d373c9019a21f93501d36a7f7705340772c56,2019-07-17 05:54:50,2019-07-17 05:54:50
12366,1.91,1.2,1.53,0.51,871.8,85.2,337.0,0.1,15538b6536b0e5d436af3e0088fcdf172fd19e61,2019-07-17 05:54:50,2019-07-17 05:54:50
12367,2.22,1.2,1.42,0.27,865.5,84.0,369.0,0.1,1f3d1e8234fa1cd4de5f65a8cfc904101a910ee7,2019-07-17 05:54:50,2019-07-17 05:54:50
12368,2.05,1.2,1.41,0.55,863.1,54.2,208.0,0.1,e5ef53816e85decd4db6e8443eacd8a3b1f6ea22,2019-07-17 05:54:50,2019-07-17 05:54:50
12369,2.04,1.2,1.34,0.8,907.6,59.8,459.0,0.1,417c1c33327910cc8f6fad5f2be8112d5cc9af36,2019-07-17 05:54:50,2019-07-17 05:54:50
12370,2.45,1.2,1.42,0.84,876.8,55.2,184.0,0.1,dcde9ac6e2e028abdedecd67c84f9b61c58d7df3,2019-07-17 05:54:50,2019-07-17 05:54:50
12371,2.25,1.2,1.42,0.56,880.9,86.8,352.0,0.1,d78e26bda7352e00e596f6dded4d0c14e5ce0c6d,2019-07-17 05:54:50,2019-07-17 05:54:50
12372,2.36,1.2,1.59,0.33,869.6,70.5,352.0,0.1,52ca16e57f915ae33c6d08ac804d9f6fb9756921,2019-07-17 05:54:50,2019-07-17 05:54:50
12373,2.27,1.2,1.42,0.42,893.5,76.9,252.0,0.1,fc652ed70f4860858c4e610b78b15f3cc67d765a,2019-07-17 05:54:50,2019-07-17 05:54:50
12374,2.1,1.2,1.4,0.75,835.3,76.7,375.0,0.1,c0749d76e6868a99294823ac7378b3e48679a037,2019-07-17 05:54:50,2019-07-17 05:54:50
12375,1.96,1.2,1.45,0.56,853.7,75.0,474.0,0.1,c639265cd8d1b9e6d0523900085b32c0e54697c6,2019-07-17 05:54:50,2019-07-17 05:54:50
12376,1.82,1.2,1.65,0.26,873.2,72.2,435.0,0.1,b8c0000db79723f6c1030cc68394997ba2d5ac11,2019-07-17 05:54:50,2019-07-17 05:54:50
12377,2.14,1.2,1.28,0.56,880.7,47.7,368.0,0.1,6631ee59579c6a4ff5f32259e2d13db50044f9c1,2019-07-17 05:54:50,2019-07-17 05:54:50
12378,2.25,1.2,1.44,0.39,893.6,61.9,230.0,0.1,1fd2d693337ca6d50fb514e722f5fdb9b84ad7ac,2019-07-17 05:54:50,2019-07-17 05:54:50
12379,2.52,1.2,1.7,0.44,841.5,33.3,187.0,0.1,4a0067f6308bb346e74f9369effbcd383b558572,2019-07-17 05:54:50,2019-07-17 05:54:50
12380,2.26,1.2,1.41,0.73,852.2,99.9,398.0,0.1,7770ad4350b887845a3af27d914011d09d36a323,2019-07-17 05:54:50,2019-07-17 05:54:50
12381,2.24,1.2,1.51,0.53,878.8,50.0,439.0,0.1,90e34c66cf7fdcaf3822f820f245cd504e571013,2019-07-17 05:54:50,2019-07-17 05:54:50
12382,2.02,1.2,1.5,0.73,878.5,62.4,237.0,0.1,da9aa3c9386c25518a9cc3c8825dbd167ca98475,2019-07-17 05:54:50,2019-07-17 05:54:50
12383,2.06,1.2,1.73,0.52,864.2,65.0,319.0,0.1,0d810a697a83b4dba7e0732e8c747a27886d3056,2019-07-17 05:54:50,2019-07-17 05:54:50
12384,2.16,1.2,1.19,0.34,825.2,48.9,269.0,0.1,c2bff0a18f56b7ab43c9d3c2c3f24890cba2974e,2019-07-17 05:54:50,2019-07-17 05:54:50
12385,2.73,1.2,1.93,0.68,860.9,23.6,296.0,0.1,76ba7838ab74eb1058fb9243e27af756643da5c3,2019-07-17 05:54:50,2019-07-17 05:54:50
12386,2.27,1.2,1.64,0.58,890.9,67.7,418.0,0.1,c9b7a04b65fb61beb89ca0ae8c5785a6cf112614,2019-07-17 05:54:50,2019-07-17 05:54:50
12387,2.07,1.2,1.3,0.82,870.4,91.2,173.0,0.1,6f99394fac0a85526e3b52da2a6fc2e6b4e1f3e0,2019-07-17 05:54:50,2019-07-17 05:54:50
12388,1.98,1.2,1.7,0.67,874.2,64.0,331.0,0.1,d3786c556c1e8f1eebcb00b18144135b9958b8cc,2019-07-17 05:54:50,2019-07-17 05:54:50
12389,2.61,1.2,1.85,0.58,839.8,87.4,334.0,0.1,6e0a8ce0b03856c9a63f5b8af61ac1e303787dcf,2019-07-17 05:54:50,2019-07-17 05:54:50
12390,2.28,1.2,1.25,0.77,839.5,52.3,226.0,0.1,e641ecc9933e76a986e0c0203eb889f2e5e73df5,2019-07-17 05:54:50,2019-07-17 05:54:50
12391,1.89,1.2,1.77,0.91,888.1,44.1,64.0,0.1,228533206ca88e982b02f89419d24e6c520b54db,2019-07-17 05:54:50,2019-07-17 05:54:50
12392,2.02,1.2,1.86,0.47,879.1,49.2,305.0,0.1,2fefa37eee4865f646117a6478989d9575d38ab5,2019-07-17 05:54:50,2019-07-17 05:54:50
12393,2.25,1.2,1.47,0.91,905.4,117.1,336.0,0.1,3927782c4dee843b00737babd1bdc2e79545f03d,2019-07-17 05:54:50,2019-07-17 05:54:50
12394,1.9,1.2,1.62,0.46,868.5,66.1,164.0,0.1,5ecbcdc358942b6772311b5bc79e72665f3e5561,2019-07-17 05:54:50,2019-07-17 05:54:50
12395,2.03,1.2,1.36,0.55,864.5,25.8,389.0,0.1,88b8f048885a9eeda72438f40f1fa488eab6a6f7,2019-07-17 05:54:50,2019-07-17 05:54:50
12396,2.21,1.2,1.71,0.18,864.2,42.6,394.0,0.1,9c466655f19175ce380859115faf4888f047e3a6,2019-07-17 05:54:50,2019-07-17 05:54:50
12397,2.29,1.2,1.31,0.88,879.5,82.2,371.0,0.1,41064456798cf1b50ab8864b9ab9f5f6fc837877,2019-07-17 05:54:50,2019-07-17 05:54:50
12398,2.21,1.2,1.17,0.64,863.7,104.0,205.0,0.1,d8439ed123b1fba68bf0cace8f9e3b4957e07877,2019-07-17 05:54:50,2019-07-17 05:54:50
12399,2.06,1.2,1.46,0.77,880.2,36.5,301.0,0.1,77d8e21e8fa5e5a91b27c200558fdda83b8a9cf3,2019-07-17 05:54:50,2019-07-17 05:54:50
12400,2.22,1.2,1.47,0.87,844.1,53.4,317.0,0.1,ff6f63f09827bfcc4303fb8d876f4150424ade55,2019-07-17 05:54:50,2019-07-17 05:54:50
12401,2.21,1.2,1.49,0.72,862.2,33.5,349.0,0.1,74d3cf11b036c303a248e56787db58ad2ecfc388,2019-07-17 05:54:50,2019-07-17 05:54:50
12402,1.99,1.2,1.56,0.65,889.6,40.4,236.0,0.1,00021cb9d68005c9846fdfe551af9a281ea6eb3a,2019-07-17 05:54:50,2019-07-17 05:54:50
12403,2.24,1.2,1.45,0.82,916.4,70.3,254.0,0.1,5a4c89f3e6547883cf09870008e9fb9c91ddf0f6,2019-07-17 05:54:50,2019-07-17 05:54:50
12404,2.26,1.2,1.28,0.64,907.9,81.9,473.0,0.1,6d53fadcd2cba2b28c7bbb1b550a6e2fc048fa97,2019-07-17 05:54:50,2019-07-17 05:54:50
12405,1.92,1.2,1.51,0.47,857.0,64.0,273.0,0.1,6a144f0ff81c4598664df16b6f0721230e09eaaf,2019-07-17 05:54:50,2019-07-17 05:54:50
12406,2.07,1.2,1.68,0.78,864.5,94.0,430.0,0.1,702f653766c750e947c499246caffc1e1be7530a,2019-07-17 05:54:50,2019-07-17 05:54:50
12407,2.33,1.2,1.07,0.54,878.7,88.5,245.0,0.1,688e8f5e68d3aad5dd6718391b2e10327fd8f470,2019-07-17 05:54:50,2019-07-17 05:54:50
12408,2.27,1.2,1.6,0.66,901.3,75.6,360.0,0.1,112be52badd505276d0220e5e40446b77a9910b1,2019-07-17 05:54:50,2019-07-17 05:54:50
12409,2.11,1.2,1.55,0.7,869.0,20.6,400.0,0.1,a358e46a75f1ff2592c341d5825d86ec89bb3d95,2019-07-17 05:54:50,2019-07-17 05:54:50
12410,2.56,1.2,1.49,0.35,866.7,23.7,388.0,0.1,fdd2cb3637fa6c191adbc265b96d7ed845111163,2019-07-17 05:54:50,2019-07-17 05:54:50
12411,2.11,1.2,1.36,0.89,849.8,62.6,247.0,0.1,cc452b27f6c7e37d98990e45e87955bbb2d31837,2019-07-17 05:54:50,2019-07-17 05:54:50
12412,2.09,1.2,1.62,0.75,853.6,74.9,340.0,0.1,f0dd5151adb6f8a34b5a647256f223038980a6b0,2019-07-17 05:54:50,2019-07-17 05:54:50
12413,1.99,1.2,1.6,0.59,885.1,64.0,360.0,0.1,cdd81e11c8db5501cca6560c37fd357a15aa8d2c,2019-07-17 05:54:50,2019-07-17 05:54:50
12414,2.1,1.2,1.38,0.36,865.8,37.1,119.0,0.1,8faa229f67f6a89d791a40a5afd1269a4b9632a8,2019-07-17 05:54:50,2019-07-17 05:54:50
12415,2.43,1.2,1.7,0.8,868.8,81.5,238.0,0.1,272f982b210d80e79e932078be8c2c1a11da0b62,2019-07-17 05:54:50,2019-07-17 05:54:50
12416,1.89,1.2,1.71,0.54,880.4,54.0,142.0,0.1,2143b6ba6423873467b4c57a2d406415a0b848ee,2019-07-17 05:54:50,2019-07-17 05:54:50
12417,1.84,1.2,1.31,0.35,870.4,61.3,246.0,0.1,fbfcb8044ebfaff0951870de748765e416de2302,2019-07-17 05:54:50,2019-07-17 05:54:50
12418,2.59,1.2,1.52,0.4,868.1,58.7,89.0,0.1,8c4d502bd9d944b3740e3d56c9c43a339920fac3,2019-07-17 05:54:50,2019-07-17 05:54:50
12419,2.37,1.2,1.79,0.67,868.4,48.2,212.0,0.1,2f59afbacc7dece2a67dac43d0a92ca094c9c61f,2019-07-17 05:54:50,2019-07-17 05:54:50
12420,1.99,1.2,1.55,0.66,866.2,57.4,287.0,0.1,72a9ee8db89636185ef729760b8d54282ca2cf0c,2019-07-17 05:54:50,2019-07-17 05:54:50
12421,2.4,1.2,1.32,0.69,854.6,60.7,428.0,0.1,003c1ddcf6ef40c1555394db68ca78afa9412ff6,2019-07-17 05:54:50,2019-07-17 05:54:50
12422,2.32,1.2,1.87,0.58,856.1,91.7,275.0,0.1,dd82d3d55eaeb911b2b03463e3f6150ae7b0dfc3,2019-07-17 05:54:50,2019-07-17 05:54:50
12423,2.31,1.2,1.51,0.55,853.8,63.7,383.0,0.1,19c386c363aa233b2e3c0ff5a82811c816a0d8dd,2019-07-17 05:54:50,2019-07-17 05:54:50
12424,1.94,1.2,1.49,0.53,867.8,68.6,411.0,0.1,4aa352806e1c3d417be5e65f55f46550e5f7390d,2019-07-17 05:54:50,2019-07-17 05:54:50
12425,2.5,1.2,1.34,0.63,906.5,71.7,347.0,0.1,efffcc051d6f5838be68e39c4e638cc8e283d604,2019-07-17 05:54:50,2019-07-17 05:54:50
12426,2.4,1.2,1.38,0.81,864.4,113.5,169.0,0.1,1c39c012b7dfbd724798d6f2bdf16dee06a26ac2,2019-07-17 05:54:50,2019-07-17 05:54:50
12427,2.29,1.2,1.14,0.37,853.4,93.2,297.0,0.1,bdf04d41f05288d9133139a3009b1cec34ff493d,2019-07-17 05:54:50,2019-07-17 05:54:50
12428,2.42,1.2,1.34,0.27,884.6,64.1,279.0,0.1,2b1ce40811661e80396fb189e4873af18995f163,2019-07-17 05:54:50,2019-07-17 05:54:50
12429,2.05,1.2,1.74,0.39,857.8,86.2,336.0,0.1,5b8fc49e03ab06a83ea3f0a5373562a79714312c,2019-07-17 05:54:50,2019-07-17 05:54:50
12430,2.26,1.2,1.46,0.45,866.7,58.0,417.0,0.1,884f187143ec8e72c122b987c28f4e0e57d59a5c,2019-07-17 05:54:50,2019-07-17 05:54:50
12431,2.13,1.2,1.7,0.51,865.7,42.2,391.0,0.1,34adc928aa03b62aaf6c01834282ae87120119a8,2019-07-17 05:54:50,2019-07-17 05:54:50
12432,1.98,1.2,1.32,0.73,847.9,44.5,308.0,0.1,4de6f0e796f180012b0862979b4aafea08e68751,2019-07-17 05:54:50,2019-07-17 05:54:50
12433,2.27,1.2,1.48,0.88,849.1,81.2,234.0,0.1,d8d0b9153e3eced61ae54aa5cbaccc4d3533731c,2019-07-17 05:54:50,2019-07-17 05:54:50
12434,2.21,1.2,1.57,0.72,861.4,63.1,208.0,0.1,597ce7cdb5dae0dd76cc4c50ab2144d262e042cb,2019-07-17 05:54:50,2019-07-17 05:54:50
12435,2.15,1.2,1.67,0.52,858.0,81.1,289.0,0.1,68e25dc6907c441981d3299e858749bdfdf55e34,2019-07-17 05:54:50,2019-07-17 05:54:50
12436,2.07,1.2,1.39,0.82,883.4,64.1,292.0,0.1,8c1545b31ba713b64a12b1118c559439c4d6ceb8,2019-07-17 05:54:50,2019-07-17 05:54:50
